5, 61.3417153941, 1515588617.517938
10, 21.7410225153, 1515588633.382894
15, 40.2031023748, 1515588649.670323
20, 10.4255080822, 1515588662.378768
25, 8.20240514424, 1515588675.350698
30, 54.2941513, 1515588694.608244
35, 79.9460878191, 1515588716.561997
40, 52.3636180992, 1515588737.11484
5, 36.3911567024, 1515590324.91153
10, 43.0910238325, 1515590336.760343
15, 26.2622051355, 1515590345.816648
20, 41.2642640253, 1515590356.4163551
25, 65.2745159833, 1515590368.632249
30, 32.1457411185, 1515590379.116492
35, 26.8465474266, 1515590387.5560908
40, 57.1709031735, 1515590399.879356
45, 73.3319497048, 1515590412.723728
50, 45.0144502267, 1515590423.891787
55, 42.6997793562, 1515590434.225869
5, 36.7576108825, 1515590556.500132
5, 75.5960207654, 1515591246.285989
10, 39.3260508985, 1515591257.8191
15, 66.0203178699, 1515591269.3192298
20, 44.2017846731, 1515591279.530276
25, 44.5228084051, 1515591289.643508
30, 57.8884057412, 1515591302.1592698
35, 58.5884064223, 1515591314.010871
40, 41.5155236707, 1515591325.845043
45, 40.3599117669, 1515591334.8971221
50, 29.8323492989, 1515591345.14062
55, 37.4950158943, 1515591354.57953
60, 31.8627808647, 1515591363.965882
65, 26.6048901865, 1515591372.472699
70, 49.1996231, 1515591383.575088
75, 38.4325440834, 1515591392.9693189
80, 52.6227750489, 1515591405.210742
85, 51.6515056978, 1515591415.819978
90, 57.3658954305, 1515591427.376668
95, 67.6562647551, 1515591438.386604
100, 42.2161175117, 1515591448.882756
105, 39.6742349935, 1515591458.736095
110, 61.9257637297, 1515591470.929727
115, 43.8154803529, 1515591482.0813692
120, 43.3095423624, 1515591492.848635
125, 45.2532759951, 1515591503.8696609
130, 51.8577499594, 1515591516.974947
135, 57.4833048207, 1515591530.4320698
140, 42.6558470296, 1515591544.276959
145, 49.021818921, 1515591558.67954
150, 57.4164163372, 1515591574.3500218
155, 34.4743206073, 1515591587.869784
160, 33.4767072928, 1515591599.36772
165, 63.2774260026, 1515591612.1039329
170, 46.0269760055, 1515591624.360193
175, 54.4719642126, 1515591637.236948
180, 22.3153901387, 1515591647.205258
185, 40.977527147, 1515591658.077566
190, 36.7497758961, 1515591669.912925
195, 44.1476765743, 1515591682.664385
200, 41.2811161807, 1515591695.2940001
205, 41.1881892782, 1515591706.79806
210, 22.9269464463, 1515591715.7514381
215, 51.4010349639, 1515591728.667844
220, 37.3272062092, 1515591740.568491
225, 39.7109451268, 1515591752.843893
230, 36.3480073718, 1515591764.825235
235, 35.1351570873, 1515591776.155859
240, 44.7215004319, 1515591789.014324
245, 52.1680743683, 1515591801.525825
250, 28.4000023432, 1515591812.537268
255, 48.966037782, 1515591824.9449651
260, 59.2641668261, 1515591837.7192068
265, 45.7905870469, 1515591850.047482
270, 45.8109810403, 1515591863.5470479
275, 44.7470819253, 1515591875.4998348
280, 38.4367613563, 1515591887.739758
285, 35.1467562759, 1515591899.4302511
290, 53.3469029239, 1515591912.582083
295, 35.0806640119, 1515591922.922198
300, 41.0746472517, 1515591934.963223
305, 36.8868561398, 1515591945.288713
310, 30.3553582268, 1515591957.411345
315, 66.4144476626, 1515591972.857236
320, 37.6550681287, 1515591985.6631072
325, 51.9282586765, 1515591998.2243142
330, 43.2112731961, 1515592012.844148
335, 52.4027732907, 1515592027.475242
340, 44.5623375014, 1515592040.467753
345, 54.2655684903, 1515592054.47614
350, 43.7018746275, 1515592066.068876
355, 52.76761893, 1515592078.268281
360, 47.1879926779, 1515592091.4796832
365, 38.0730053726, 1515592103.10039
370, 28.071841202, 1515592113.152561
375, 36.6079447352, 1515592123.5443149
380, 46.1324143773, 1515592135.988108
385, 59.8116476635, 1515592151.0085828
390, 27.6618391279, 1515592162.587214
395, 29.6528648298, 1515592173.314966
400, 30.9035150849, 1515592184.969928
405, 37.3997929459, 1515592196.39576
410, 57.8757980921, 1515592211.302441
415, 47.0959055464, 1515592223.61167
420, 38.7815148584, 1515592234.593169
425, 38.5988851799, 1515592245.299416
430, 35.6372957669, 1515592257.670091
435, 44.3504076013, 1515592269.9942558
440, 39.6850031473, 1515592281.390413
445, 29.8570433673, 1515592292.079075
450, 41.3963562708, 1515592304.140872
5, 29.7094017585, 1515592345.985388
10, 12.5142100137, 1515592361.132564
15, 64.6160307577, 1515592385.584309
5, 40.3245151965, 1515592420.88352
10, 41.6876207181, 1515592433.982132
15, 32.9497011637, 1515592445.537877
20, 37.2301435492, 1515592458.9857621
25, 46.700792357, 1515592473.5792031
30, 44.3861378553, 1515592486.321388
35, 63.8552942816, 1515592499.652853
40, 51.9914254629, 1515592514.4537642
45, 30.7888733552, 1515592525.563321
50, 38.4131602851, 1515592538.01145
55, 65.3566919978, 1515592551.095467
60, 35.2971023726, 1515592562.951209
65, 43.0059697912, 1515592574.695176
70, 44.7586029396, 1515592587.308785
75, 48.904429664, 1515592598.690996
80, 46.3051068514, 1515592609.994174
85, 56.5403900423, 1515592621.580938
90, 62.2103805153, 1515592636.305525
95, 45.1689892817, 1515592647.936512
100, 55.3679786493, 1515592660.3430882
105, 50.8710427834, 1515592672.240299
110, 57.7882487865, 1515592685.630103
115, 39.783407607, 1515592696.0231822
120, 58.5854509655, 1515592709.1275818
125, 46.2482196583, 1515592720.145493
130, 43.593234255, 1515592731.981076
135, 42.2837842593, 1515592742.473217
140, 31.4163351705, 1515592752.234296
145, 32.8994927735, 1515592762.5542421
150, 45.6983254066, 1515592774.841442
155, 48.2707882372, 1515592786.686893
160, 47.2543211921, 1515592803.17413
165, 41.1830038017, 1515592816.871328
170, 48.6286771685, 1515592830.134062
175, 48.3778367851, 1515592841.7483819
180, 72.6957673939, 1515592855.617343
185, 79.2864883254, 1515592870.2559528
190, 41.4813696564, 1515592883.161417
195, 40.4238765575, 1515592895.7760901
200, 47.1705264218, 1515592908.9533372
205, 31.2564134993, 1515592921.124469
210, 44.2376478699, 1515592934.548758
215, 35.6358249641, 1515592945.588202
220, 37.8176837145, 1515592957.68436
225, 25.7683944151, 1515592967.145633
230, 51.2214426454, 1515592979.818966
235, 35.9341510155, 1515592990.0108302
240, 40.1171440193, 1515593002.1386712
245, 55.7005456717, 1515593014.847469
250, 55.9960614859, 1515593029.747264
255, 40.4126192978, 1515593041.124486
5, 48.7796123396, 1515593087.2441669
10, 74.2166008737, 1515593111.3372412
15, 71.5806378399, 1515593137.992395
20, 74.3647555442, 1515593164.877734
25, 61.3769622748, 1515593189.234355
30, 61.2100777272, 1515593213.5151129
35, 77.9899718738, 1515593238.940799
40, 60.3638825572, 1515593261.757555
45, 66.9467196427, 1515593284.4963672
50, 63.3309133741, 1515593308.802165
55, 74.626524129, 1515593334.278656
60, 92.9168447756, 1515593363.94096
65, 76.2749484084, 1515593389.869633
70, 82.9568737003, 1515593416.696255
75, 71.2774705211, 1515593440.59425
80, 63.3548200359, 1515593464.060029
85, 73.0325598774, 1515593487.965645
90, 70.5497909293, 1515593512.457083
95, 58.8350023588, 1515593535.50496
100, 72.0640349642, 1515593560.187814
105, 68.9909726811, 1515593584.0082219
110, 85.1504620846, 1515593610.646127
115, 102.301122719, 1515593641.2398982
120, 70.0965617029, 1515593667.0894809
125, 53.1877716066, 1515593690.088809
5, 34.3663905584, 1515593712.292812
10, 51.2349465676, 1515593727.567231
15, 49.2425281488, 1515593740.479136
20, 53.626775714, 1515593755.847265
25, 39.0421593189, 1515593769.105441
30, 71.3968064067, 1515593787.317745
35, 44.1511687172, 1515593800.824817
40, 51.7216258273, 1515593814.502614
45, 44.3848964828, 1515593828.519072
50, 52.4862690104, 1515593841.5999649
55, 58.7645335169, 1515593854.748296
60, 33.108557268, 1515593866.236523
65, 40.0951612125, 1515593877.5950909
70, 58.5341255631, 1515593893.964624
75, 60.1176489888, 1515593906.683008
80, 31.3531976431, 1515593917.5036092
85, 26.2981774261, 1515593928.177375
90, 41.5481011154, 1515593940.0537422
95, 59.5102106062, 1515593952.191373
100, 38.3146296278, 1515593962.9962828
105, 33.158063216, 1515593973.921741
110, 38.3365912047, 1515593986.10624
115, 58.700822815, 1515594003.044276
120, 49.5546185717, 1515594017.5984309
125, 40.2274048007, 1515594029.347869
130, 43.3928552853, 1515594042.4185002
135, 38.4323033881, 1515594054.6892748
140, 37.4795492188, 1515594066.878124
145, 37.1831652755, 1515594079.038193
150, 58.9109039355, 1515594100.89071
155, 42.2008605746, 1515594112.378078
160, 43.2356759066, 1515594124.196506
165, 53.1310346781, 1515594136.1972811
170, 26.1128424873, 1515594145.095972
175, 46.5779977368, 1515594156.082602
180, 35.3832556929, 1515594166.568408
5, 34.042537207, 1515594193.489314
10, 43.0538215166, 1515594204.656846
15, 42.9925234173, 1515594215.757819
20, 60.0045916567, 1515594229.363289
25, 34.87679069, 1515594239.543112
30, 36.8114664212, 1515594250.581501
35, 49.2470784333, 1515594262.297136
40, 48.2284002398, 1515594273.597047
45, 40.6219136094, 1515594283.760333
50, 38.5689243929, 1515594294.046165
55, 31.7051692887, 1515594304.004559
60, 44.8587514612, 1515594315.5587971
65, 65.1981818741, 1515594328.22209
70, 50.7958119025, 1515594340.64072
75, 58.0312841365, 1515594352.3379781
80, 65.7378633462, 1515594364.683521
85, 49.0281701383, 1515594376.29006
90, 55.6113584923, 1515594389.67405
95, 23.9436358591, 1515594398.099617
100, 40.1401330838, 1515594408.52938
105, 54.6680869738, 1515594420.814535
110, 42.9712135264, 1515594431.9900532
115, 38.2391790753, 1515594443.483208
120, 49.9712089234, 1515594456.06412
125, 47.1016486063, 1515594466.686209
130, 30.0866604224, 1515594477.119021
135, 34.8401524931, 1515594486.2501812
140, 26.6221709817, 1515594496.472269
145, 57.7895977706, 1515594508.674004
150, 62.7337275285, 1515594522.4035552
155, 36.7545982516, 1515594532.183597
160, 34.2350756696, 1515594542.6981509
165, 55.1507570648, 1515594555.2033339
170, 54.1800478271, 1515594567.191874
175, 48.8766801122, 1515594578.04345
180, 46.8264339328, 1515594589.679946
185, 50.0024460322, 1515594600.723267
190, 38.4663819144, 1515594611.2704399
195, 88.7190635907, 1515594626.423392
200, 46.6195730868, 1515594638.069407
205, 64.5753900187, 1515594650.9124758
210, 55.451821986, 1515594662.882905
215, 38.4955351881, 1515594672.758553
220, 51.5395578546, 1515594684.410315
225, 59.3468500001, 1515594696.191627
230, 43.2851462521, 1515594707.210544
235, 48.5687497613, 1515594718.725912
240, 44.1926897544, 1515594729.933936
245, 49.2203320208, 1515594740.91544
250, 27.5051249057, 1515594751.013113
255, 75.9700415517, 1515594764.075121
5, 66.9046685132, 1515594810.6782668
10, 62.4576268169, 1515594836.7847118
15, 53.7278470641, 1515594860.966441
20, 60.7183585188, 1515594889.293306
25, 78.0155116859, 1515594917.771785
30, 56.9418677318, 1515594944.1967502
35, 73.5308543221, 1515594971.159942
40, 67.8875431134, 1515595001.082258
45, 57.7219001957, 1515595026.548605
50, 81.9210992962, 1515595056.9327302
55, 84.6791085956, 1515595086.054921
60, 74.3398792199, 1515595115.5575879
65, 58.5374854774, 1515595140.577404
5, 43.1001111424, 1515595179.806022
10, 35.3615202167, 1515595190.223933
15, 21.0714718492, 1515595198.077906
20, 90.0682452041, 1515595212.502743
25, 32.1792781259, 1515595221.6252391
30, 44.8650691671, 1515595232.676748
35, 36.8849028211, 1515595243.5462852
40, 62.2654475279, 1515595256.178056
45, 39.9846277061, 1515595267.236525
50, 71.8580775561, 1515595280.303823
55, 44.0130292106, 1515595290.762485
60, 30.061031954, 1515595300.2747982
65, 83.9994816717, 1515595314.4383638
70, 62.5473415631, 1515595328.6617951
75, 63.8136247542, 1515595341.0328362
80, 49.7563553043, 1515595352.832553
85, 60.1794707503, 1515595366.0161479
90, 48.7380186954, 1515595378.151716
95, 44.6866283921, 1515595388.6972501
100, 60.5242009626, 1515595401.942133
105, 45.8266651307, 1515595412.762767
110, 37.9587035497, 1515595423.535978
115, 34.9538185495, 1515595432.839453
120, 43.5222703211, 1515595446.001178
125, 66.7104661425, 1515595459.142394
130, 45.3754121155, 1515595470.5222888
135, 46.452759009, 1515595482.5098398
140, 44.102180082, 1515595493.689779
145, 37.9026367104, 1515595503.9290519
150, 55.8716674668, 1515595516.6187189
155, 45.975043791, 1515595527.737138
160, 54.8686455799, 1515595540.6286888
165, 28.9311803851, 1515595549.9367511
170, 60.151278458, 1515595562.4502442
175, 35.6249769709, 1515595572.548686
180, 50.672063622, 1515595585.075488
185, 36.5597659207, 1515595593.973324
5, 14.4935592589, 1515595834.53264
10, 11.2128290076, 1515595848.31951
15, 9.70660991397, 1515595860.265586
20, 9.16582296812, 1515595873.0541599
25, 8.82633603327, 1515595884.803485
30, 10.529305995, 1515595897.276553
35, 10.0679084137, 1515595909.149256
5, 12.8399400201, 1515595937.6945531
10, 10.5762636652, 1515595950.6651251
15, 8.18719337882, 1515595963.108027
20, 10.1077585626, 1515595975.897394
25, 7.64147517729, 1515595988.9494138
5, 66.8150814153, 1515596136.151744
5, 42.4260188551, 1515596364.587244
10, 63.9154646455, 1515596379.237505
15, 50.3013267841, 1515596391.741002
20, 54.8050326095, 1515596403.0954292
25, 27.3079898614, 1515596411.593219
30, 46.4373588657, 1515596423.097274
35, 58.120064307, 1515596544.325184
40, 33.8699802483, 1515596554.463548
45, 41.671026465, 1515596601.0048451
50, 35.0111059021, 1515596613.75527
55, 38.6851121819, 1515596623.255263
60, 22.398289493, 1515596631.2580118
65, 28.5070323171, 1515597287.212053
70, 48.7925552225, 1515597332.509584
75, 54.7714440419, 1515597726.250535
80, 53.0966064012, 1515597739.714773
85, 41.0031375094, 1515597750.211321
